Ticker,RS_Rating,RS_Score,Stage,Stage_2_Confirmed,Price,MA_50,MA_150,MA_200,MA_50_Slope,MA_150_Slope,MA_200_Slope,52w_High,52w_Low,Pct_Above_52w_Low,Pct_From_52w_High,Pct_Above_MA_50,Days_Since_52w_High,Criteria_Met,Failed_Criteria,SEPA_Qualified,Quality_Score,Grade,Earnings_Growth_YoY,Revenue_Growth_YoY,Earnings_Accel_Quarters,Revenue_Accel_Quarters,Positive_Earnings_Growth_Quarters,Positive_Revenue_Growth_Quarters,Earnings_Sign_Flips,ATR_Percent,Net_Margin,Recent_Net_Margin,Prior_Net_Margin,Earnings_YoY_Series,Revenue_YoY_Series,SEPA_Failed_Criteria,Entry_Status,EMA_10,EMA_21,Pct_Above_EMA_10,Pct_Above_EMA_21,Volume_Status,Volume_Ratio,Up_Down_Volume_Ratio,Avg_Volume_50d,Earnings_Flag,Days_Until_Earnings,Next_Earnings_Date,Last_Earnings_Date,Sector
AEIS,90.0,76.22149820328063,2,True,279.1700134277344,233.3140005493164,190.7115141805013,172.85562576293944,7.576678010137579,7.462158210997486,8.221686615196374,281.44000244140625,74.85858833145832,272.92983964862844,0.8065623202033869,19.654205392927214,0,13,,True,78.0,B,410.06711409395973,23.810796365579904,0.0,0.0,1.0,1.0,1.0,5.738182916844051,8.407,9.971940427368875,-3.9818278995189735,410.1,23.8,,WATCHLIST,264.46399650443357,255.76079041426746,5.560687699527475,9.152780211364659,WEAK,1.0672870387993147,0.40782930524051847,588464.0,DANGER,1.0,2026-02-10,,Industrials
SEB,89.0,66.13152857939055,2,True,5493.2998046875,4663.741396484375,3934.762141927083,3620.60123046875,7.521691951380275,5.902349932997329,5.2584262814146445,5559.080078125,2433.990246229162,125.69111824494557,1.1832942233796129,17.78740152334482,1,13,,True,78.0,B,173.15436241610738,14.517583408476103,0.0,0.0,1.0,1.0,1.0,3.241702116161041,4.044,4.291338582677166,-6.7177637511271415,173.2,14.5,,BUY_ZONE,5250.993842065651,5029.107560593957,4.614478133277151,9.23011167489765,WEAK,1.2147285840819941,0.740034542314335,15806.0,DANGER,3.0,2026-02-12,,Industrials
AVDL,88.0,62.23053635113754,2,True,21.6200008392334,21.489399986267088,17.33166664759318,15.296000003814697,1.3670550327528375,7.656888611494181,7.472631483538529,23.56999969482422,6.380000114440918,238.87148042987093,8.273223932281274,0.6077454607842538,57,13,,True,78.0,B,100.76190476190476,54.85657171414293,0.0,0.0,1.0,1.0,1.0,0.30725527589386037,-0.11199999999999999,0.025817444847483443,-5.247376311844078,100.8,54.9,,BUY_ZONE,21.59042861305077,21.554079231762174,0.13696914828617326,0.3058428372764003,WEAK,0.9418594049174848,0.7493331238708664,1645150.0,N/A,,,,Healthcare
KNSA,82.0,41.19183280128296,2,True,44.349998474121094,41.94669975280762,37.5665000406901,34.98370003700256,1.9041478533109673,4.004438921371769,5.006080055692576,45.5,18.1200008392334,144.75715463596748,2.527475881052541,5.729410741431728,4,13,,True,78.0,B,245.23753249822735,61.16972926729285,0.0,0.0,1.0,1.0,1.0,3.6878723784230933,6.007,10.193248735174587,-11.311422817117293,245.2,61.2,,BUY_ZONE,43.48854501218836,42.89195556911942,1.9808744157600509,3.399338840244933,WEAK,0.7689453916821565,0.9323432169481533,522924.0,N/A,,,,Healthcare
ADI,80.0,37.875489470845295,2,True,322.9700012207031,290.2326953125,255.18379048665363,245.8484725189209,8.745775091840489,3.141093938448003,4.1446849915438255,327.75,156.7551551653916,106.03469205203429,1.4584283079471778,11.279675390449759,1,13,,True,77.0,B,64.77392526648705,25.90498955265727,0.0,0.0,1.0,1.0,0.0,3.1287742604040756,20.575,25.608193706546274,19.567412476644407,64.8,25.9,,BUY_ZONE,316.27824880525503,308.28197507043797,2.115780152674511,4.764477763226072,NORMAL,1.4460241319913096,0.9091030211400019,3830434.0,DANGER,9.0,2026-02-18,,Technology
EXAS,91.0,80.96655170758248,2,True,103.31999969482422,101.89579971313476,71.88413335164388,67.25479999542236,9.388096853438364,7.436715196145801,7.101964046755693,103.41999816894531,38.810001373291016,166.2200361732759,0.09669162240530868,1.397702344649119,1,13,,True,75.0,B,48.75509990584789,20.049812673303652,0.0,0.0,1.0,1.0,0.0,0.37055529669113463,-32.011002,-2.303174063960862,-5.395573304358256,48.8,20.0,,BUY_ZONE,102.68788681698862,102.24542600602275,0.6155671300960291,1.0509748267254195,WEAK,0.8457101146024437,0.7745658835546476,3490676.0,N/A,,,,Healthcare
ISBA,88.0,60.69792981878166,2,True,52.95000076293945,49.470937957763674,39.47339967091878,36.75964269638062,6.113188354304089,4.626008615047656,5.903839678728267,58.83000183105469,21.02977752685547,151.78583413600637,9.99490206544809,7.032538594974821,32,13,,True,75.0,B,59.70740627857361,13.487123850853653,0.0,0.0,1.0,1.0,0.0,4.131929447913533,25.202,26.364779874213834,18.734654256837775,59.7,13.5,,WATCHLIST,50.23028532679778,49.99671012156347,5.414493305079262,5.90696994701305,STRONG,1.7301406309388065,1.5231878717692269,26310.0,N/A,,,,Financial Services
ESLT,85.0,52.77653910087728,2,True,670.8099975585938,610.7312634277343,521.3866670735678,494.03955459594727,13.094317986607557,5.582699211450249,5.1827807578203196,740.6699829101562,293.3049332137952,128.70736956532141,9.431998995973428,9.837180070603722,8,13,,True,75.0,B,68.62816979748692,11.880955804993983,0.0,0.0,1.0,1.0,0.0,3.576593072670203,5.909,6.941842456942311,4.605754602348582,68.6,11.9,,BUY_ZONE,689.3161832044779,682.7674651308979,-2.68471654906649,-1.7513235739801556,NORMAL,1.0599855456516503,0.8204789135096497,116228.0,REPORTED,,,2025-11-18,Industrials
LCII,84.0,48.022054633137664,2,True,154.3699951171875,130.87559951782225,108.93877141316732,103.12351387023926,10.197703456770732,5.636727078807462,5.336426269294532,155.47999572753906,69.89706782741084,120.85332034006977,0.7139186010119989,17.951700459004087,1,13,,True,75.0,B,75.4829832640683,13.21468011364319,0.0,0.0,1.0,1.0,0.0,3.1825214102313404,4.486,6.029366787685593,3.889908978401895,75.5,13.2,,BUY_ZONE,150.6763099241967,145.00873731403993,2.4514040693252035,6.455650863902253,NORMAL,0.84826862811116,1.2678782968432554,308888.0,DANGER,9.0,2026-02-18,,Consumer Cyclical
BTSG,83.0,45.56842182315652,2,True,39.7599983215332,37.85179985046387,30.430766512552896,28.367274904251097,5.433942562732668,5.94121544729485,6.240365517740271,41.2599983215332,15.484000205993652,156.78117923392065,3.635482455211745,5.041235763181149,5,13,,True,75.0,B,778.4447144592953,28.17425916749352,0.0,0.0,1.0,1.0,1.0,4.28104528356427,0.9740000000000001,1.6746918064392675,-0.31638890693591376,778.4,28.2,,BUY_ZONE,39.205003963962824,38.99830538462178,1.4156212254959322,1.953143679960468,NORMAL,0.8325803432712654,0.9112196931665443,1735304.0,CAUTION,18.0,2026-02-27,,Healthcare
MTZ,82.0,41.81370706137305,2,True,262.1099853515625,229.66879943847655,204.56213307698567,192.26834980010986,6.5152419705160725,3.931325994485734,5.309274673707949,267.94000244140625,99.69999694824219,162.89868944292257,2.175866625633353,14.125203768383985,0,13,,True,75.0,B,68.68962620747585,21.96885587286048,0.0,0.0,1.0,1.0,0.0,4.169733361010509,2.406,4.049964859635166,2.9282747929469286,68.7,22.0,,WATCHLIST,248.62030766891695,242.44210533725902,5.425814893853925,8.112402747428574,NORMAL,1.3161058265673151,1.0558460636020437,838504.0,N/A,,,,Industrials
PKE,82.0,42.805838369262624,2,True,24.850000381469727,22.25535297393799,19.869139906565348,18.288142948150636,8.102299689672165,5.730130819045098,5.125743315233604,26.1200008392334,11.726663564251439,111.91023555263055,4.862176175186315,11.658531817357318,16,13,,True,75.0,B,87.06404565630945,20.301221543586895,0.0,0.0,1.0,1.0,0.0,4.187984901167489,13.141,17.01955806842439,10.945308162132148,87.1,20.3,,BUY_ZONE,24.35430613789511,23.996474363593194,2.035345374932766,3.5568809190215016,NORMAL,1.3326397254773117,1.152385323105837,219144.0,REPORTED,,,2026-01-13,Industrials
TATT,81.0,40.071094376268434,2,True,53.029998779296875,46.114200057983396,40.60119997660319,37.78949997901916,8.368743004680338,6.10684322683896,4.964834317528788,54.79999923706055,23.3700008392334,126.91483472379888,3.2299278876023103,14.99711306412698,9,13,,True,75.0,B,68.97033158813264,14.27618082503275,0.0,0.0,1.0,1.0,0.0,4.77223253012276,9.083,10.470422839839948,7.081242739563509,69.0,14.3,,WATCHLIST,49.95918529083356,49.806652845622466,6.146644447035737,6.4717176311070075,NORMAL,1.0179023460946266,1.018588031473327,153276.0,REPORTED,,,2025-11-12,Industrials
AXSM,81.0,39.672727656050114,2,True,183.22000122070312,166.0695001220703,136.085099995931,128.75315017700194,8.599229689479364,6.354846172827466,4.9495190035139425,191.5,86.98999786376953,110.6219171399847,4.3237591536798305,10.327303379624944,12,13,,True,75.0,B,26.89235627379957,63.21948798228365,0.0,0.0,1.0,1.0,0.0,2.836245571252325,-40.894999999999996,-27.62059043697951,-61.665489395009644,26.9,63.2,,BUY_ZONE,183.64860167929356,180.35929933419467,-0.23338073618382624,1.5861127743725298,NORMAL,1.0173486931569709,1.197463191963033,667716.0,DANGER,14.0,2026-02-23,,Healthcare
TEVA,89.0,69.77360448912296,2,True,34.470001220703125,31.29139980316162,23.254399960835773,21.66549996852875,9.516321015214906,7.5229156689595635,7.154245968670929,37.349998474121094,12.470000267028809,176.42342006874867,7.710836334875486,10.158067192699843,4,13,,True,73.0,B,321.1981566820277,11.397493497280681,0.0,0.0,1.0,1.0,1.0,3.2533458477869917,8.17,10.188919549989386,-5.131236698983211,321.2,11.4,,BUY_ZONE,34.27023890819997,33.35953479613546,0.5829031803316548,3.3287827044168004,NORMAL,1.1311644418842015,1.549763548016519,10499004.0,REPORTED,,,2026-01-28,Healthcare
TBPH,88.0,61.81928103864544,2,True,19.5,19.115400009155273,15.5760666847229,14.21914999961853,5.165748973415931,6.283479977865457,6.339219227396523,21.030000686645508,7.900000095367432,146.83544005822,7.2753239975740485,2.0119902835437586,12,13,,True,73.0,B,128.46905024413294,18.508418306853216,0.0,0.0,1.0,1.0,1.0,4.1435912415221505,36.530998,18.084042021010504,-75.27863410007114,128.5,18.5,,BUY_ZONE,19.79274465707471,19.65148102203993,-1.479050339640852,-0.7708376883657729,NORMAL,1.0972454387025643,0.9920545746388443,449872.0,REPORTED,,,2025-11-10,Healthcare
AMRX,84.0,48.18545778228852,2,True,14.520000457763672,13.032200031280517,10.844733346303304,10.048875007629395,5.463685319796499,5.693134861448947,5.034992953025152,15.0,6.684999942779541,117.20270130213993,3.1999969482421875,11.416341238716901,7,13,,True,73.0,B,1618.5897435897434,11.679535580268425,0.0,0.0,1.0,1.0,1.0,3.3382512676155294,0.201,0.3019707767748909,-0.02220741727737064,1618.6,11.7,,BUY_ZONE,14.236774587708574,13.847341211027736,1.9893963222514122,4.857677993810423,NORMAL,0.8878852411301712,2.7433206402878816,2604278.0,CAUTION,18.0,2026-02-27,,Healthcare
CMC,83.0,46.01890601353083,2,True,82.97000122070312,72.50283660888672,61.955580927530924,58.3565140914917,8.73840358541232,4.887819504949734,4.811072924992258,84.12000274658203,37.5826468669009,120.76678503922761,1.3670963960181672,14.43690357700216,3,13,,True,73.0,B,200.89006248648406,11.033974618794911,0.0,0.0,1.0,1.0,1.0,3.1465751179620844,5.465,8.361147701724326,-9.201812733752897,200.9,11.0,,BUY_ZONE,80.35661101436612,77.83121785334596,3.2522404483556193,6.60247071687861,NORMAL,0.8528987250420976,0.9511525795828759,1163960.0,CAUTION,38.0,2026-03-19,,Basic Materials
TECK,81.0,40.25722634158201,2,True,57.849998474121094,49.096200180053714,42.05334061940511,40.85779938697815,8.739412796436898,3.767345936306036,4.036236261562644,60.709999084472656,28.191800381709044,105.20150430567894,4.710921847276133,17.829889608491087,7,13,,True,73.0,B,140.2002861230329,18.439468159552135,0.0,0.0,1.0,1.0,1.0,5.321644599450182,11.9799994,8.301329394387,-24.45766270118964,140.2,18.4,,BUY_ZONE,55.51187670608622,53.81911351226344,4.211930683616262,7.489690369833308,NORMAL,1.194015634369856,1.0812178438958242,4472454.0,N/A,,,,Basic Materials
RGLD,86.0,53.89721236716363,2,True,279.2099914550781,240.68679077148437,199.0686073811849,193.57524406433106,13.587568735422828,5.284607665415724,4.351059430416557,306.25,141.5828912365108,97.20602469451242,8.829390545280612,16.00553173695722,7,13,,True,72.0,B,31.776147627854783,30.04122020047772,0.0,0.0,1.0,1.0,0.0,5.143082253468865,42.476,50.31340749321611,49.65099542399026,31.8,30.0,,BUY_ZONE,270.4639778548702,265.8076661545687,3.2337073755903183,5.042113906796004,WEAK,1.0441303251622558,0.7757380535401551,983632.0,DANGER,9.0,2026-02-18,,Basic Materials
AEM,84.0,50.159315604753715,2,True,209.83999633789062,185.5182647705078,161.22213063557942,150.0715061187744,7.227030618010967,5.611299494819964,5.010159974398308,225.0,91.33359599625373,129.7511600731211,6.737779405381944,13.110154731917955,7,13,,True,72.0,B,86.02089864895842,41.933393300918674,0.0,0.0,1.0,1.0,0.0,5.256386366573819,32.625,34.481059012678095,26.30894563902823,86.0,41.9,,BUY_ZONE,201.16681351517803,198.93931644451106,4.311438189608843,5.479399491361991,WEAK,1.1522422252177114,0.7322152819371952,2755254.0,DANGER,3.0,2026-02-12,,Basic Materials
TSM,82.0,43.11880104021596,2,True,355.4100036621094,314.21402465820313,280.20954956054686,259.434963760376,4.850112446914715,4.39305643132029,5.561723278347505,359.6000061035156,132.98124362629505,167.2632575620103,1.1651841964096359,13.110802119262042,0,13,,True,72.0,B,39.05945543693432,30.305193639471405,0.0,0.0,1.0,1.0,0.0,3.4396892147293037,45.099998,45.690780620548125,42.81439185557036,39.1,30.3,,BUY_ZONE,339.4180154482589,332.96952705545243,4.711590866127221,6.739498597695917,NORMAL,1.2074420673871464,1.1885313920862237,12767420.0,CLEAR,66.0,2026-04-16,,Technology
DOO,85.0,52.01353170604774,2,True,79.25,74.91119827270508,64.7971871693929,58.9931441116333,6.511998820454119,4.946393843450182,5.948729991932077,81.88999938964844,31.527700289673,151.36625656758923,3.223836133014009,5.791926744383454,10,13,,True,71.0,B,873.2394366197184,14.02584241195845,0.0,0.0,1.0,1.0,2.0,3.2735459274835224,0.30399999,3.0707016842198818,0.359766911578414,873.2,14.0,,BUY_ZONE,78.18718072600939,77.32385238199761,1.3593267644667228,2.491013521269966,WEAK,0.7594966903214264,1.082066869300912,167690.0,N/A,,,,Consumer Cyclical
LTM,87.0,58.43094354039678,2,True,64.8499984741211,57.05159980773926,48.954733276367186,45.90669993400574,11.154990669249385,5.333602727550796,6.090000597992073,70.41999816894531,25.449170186711296,154.82166215377657,7.909684520952667,13.669027148514692,4,13,,True,70.0,B,25.772887838304428,17.06277721524136,0.0,0.0,1.0,1.0,0.0,3.9078080716222936,10.235,9.972184397413283,9.281583817686432,25.8,17.1,,BUY_ZONE,64.8276215470436,62.833272629264854,0.03451758146217002,3.2096463552925636,NORMAL,1.728779509936413,0.8955547306755964,933838.0,CLEAR,78.0,2026-04-28,,Industrials
HII,86.0,56.8742275864892,2,True,405.82000732421875,367.1306024169922,308.257875773112,288.21999351501466,9.711342766595028,6.405020714765751,6.009194880559949,436.1400146484375,155.76258986966758,160.53753193483982,6.951897625962849,10.538321962951642,7,13,,True,70.0,B,29.268292682926827,15.712383488681759,0.0,0.0,1.0,1.0,0.0,4.535086985205086,4.8460003,4.574223245109321,4.094540612516644,29.3,15.7,,BUY_ZONE,407.44226832903166,402.75719332143683,-0.39815726813666014,0.7604616512305259,NORMAL,1.6115110471213494,0.8889569057697296,562590.0,CLEAR,80.0,2026-04-30,,Industrials
SNDX,83.0,46.38573001031883,2,True,21.190000534057617,20.632799987792968,16.40106670379639,14.958150000572205,6.995188007532809,7.381034627075065,4.82423047289196,22.729999542236328,8.579999923706055,146.96970539021618,6.775182750519297,2.7005571061334734,31,13,,True,70.0,B,27.82849535220978,266.968,0.0,0.0,1.0,1.0,0.0,4.992245425060534,-279.93302,-132.3603147958405,-673.008,27.8,267.0,,BUY_ZONE,20.82636122100145,20.77513052143331,1.7460530392100957,1.996955023682244,NORMAL,0.8465561476218669,1.229608745362671,1418760.0,N/A,,,,Healthcare
STLD,80.0,37.765533658895215,2,True,202.75,174.9886325073242,150.76461135864258,145.55737590789795,4.8983613872472755,3.592544671976154,3.448975940456274,203.97999572753906,102.10744373887502,98.56534702651427,0.6029982122276328,15.8646690901558,0,13,,True,70.0,B,27.024059005292607,11.20781091828732,0.0,0.0,1.0,1.0,0.0,3.6674296580844303,6.523,8.360957413868272,7.3199028472123855,27.0,11.2,,WATCHLIST,191.50730051360426,184.46832056076374,5.87063754553685,9.910471014026651,NORMAL,1.1866368673886796,1.0353040618776344,1323522.0,CLEAR,72.0,2026-04-22,,Basic Materials
NWPX,80.0,38.7938732809467,2,True,75.31999969482422,64.82860023498534,55.5933334350586,51.71150011062622,5.042718556344236,5.416020092070337,4.140906659717829,76.5999984741211,36.970001220703125,103.73274873641382,1.6710167164419931,16.183288582216054,0,13,,True,70.0,B,31.717546084072957,16.025990583789678,0.0,0.0,1.0,1.0,0.0,3.171231562181917,7.0440000000000005,8.939741968795303,7.874747505779525,31.7,16.0,,WATCHLIST,70.63474207287375,68.69336198531248,6.63307812056098,9.646692952557192,NORMAL,1.3259313122273184,1.4716749381711953,71512.0,N/A,,,,Basic Materials
GOOGL,83.0,44.91418980806519,2,True,324.32000732421875,321.7230548095703,263.5296196492513,239.62516670227052,4.5699306906310895,6.498066597444005,6.033146100671514,349.0,140.14298415460087,131.42079446976825,7.071631139192336,0.8072012483486992,4,13,,True,65.0,C,29.84247814290021,17.99541821725114,0.0,0.0,1.0,1.0,0.0,3.3599963791428844,32.810003,30.26908784228975,27.507282132083883,29.8,18.0,,BUY_ZONE,331.05526244274205,329.6752647113848,-2.034480608713538,-1.6244037573926908,WEAK,1.7130202476261704,0.706917669760407,34009814.0,CLEAR,73.0,2026-04-23,,Communication Services
GOOG,83.0,43.93468989601831,2,True,324.3999938964844,322.39668518066406,264.2038853963216,240.4568005371094,4.551958272048927,6.45609144707955,5.9492905253945345,350.1499938964844,142.26866053002584,128.0192929967311,7.353991274839927,0.6213800600020747,4,13,,True,65.0,C,29.84247814290021,17.99541821725114,0.0,0.0,1.0,1.0,0.0,3.3361581042804804,32.810003,30.26908784228975,27.507282132083883,29.8,18.0,,BUY_ZONE,331.42802555206384,330.1321125202021,-2.1205302852324537,-1.736310527309564,WEAK,1.5780969101206122,0.7858289189453197,22124294.0,CLEAR,73.0,2026-04-23,,Communication Services
MPWR,82.0,41.84212365655036,2,True,1206.1800537109375,1007.0531945800781,919.3508219401042,859.3597131347656,5.465496220102309,4.500600330004107,5.392408497815515,1250.0,436.4211626180818,176.37982687986246,3.505595703125,19.77322153413073,1,13,,True,65.0,C,23.432804818943435,18.876538212826894,0.0,0.0,1.0,1.0,0.0,5.26816913146492,22.073,24.183370050028756,23.290690980279592,23.4,18.9,,BUY_ZONE,1157.7618210398357,1105.8558757337994,4.182054701684264,9.072084362762661,WEAK,1.4945366154347155,0.7801242825936529,687852.0,CLEAR,80.0,2026-04-30,,Technology
JOUT,81.0,39.839000982556435,2,True,49.33000183105469,44.02467216491699,40.25769566853841,36.91798209190369,5.523517989629486,4.385857914376155,5.096016966533023,50.9900016784668,20.79475471665911,137.22329261972683,3.2555398956049286,12.050810159957265,3,13,,True,63.0,C,78.41726618705036,30.920863175691366,0.0,0.0,1.0,1.0,2.0,3.8791247524274715,-3.565,-2.341504949090006,-14.203569006679114,78.4,30.9,,BUY_ZONE,47.428326842840676,46.2963319948337,4.009576375138501,6.552721793509517,NORMAL,1.5134872080088988,1.0957617625093354,57536.0,CLEAR,81.0,2026-05-01,,Consumer Cyclical
NATR,85.0,50.92933652389081,2,True,25.709999084472656,22.820399932861328,18.359266637166343,17.31439998626709,8.982493063789603,5.795115374854687,5.880499203248561,26.959999084472656,11.010000228881836,133.51497320616983,4.636498673770078,12.662351054813511,3,13,,True,56.0,C,22.705314009661837,11.973999912751385,0.0,0.0,1.0,1.0,2.0,3.7811855274912354,3.1809999999999996,4.156180116722119,3.7926972909305063,22.7,12.0,,BUY_ZONE,25.50148569562526,24.607505368335413,0.8176519256019936,4.480314845550805,NORMAL,1.5188726035128526,1.0706829114777683,116942.0,N/A,,,,Consumer Defensive
MSGE,80.0,37.75549874003892,2,True,60.70000076293945,55.75559997558594,46.95946680704753,44.49310007095337,8.086508232137959,4.849672151019473,5.247181615859202,63.099998474121094,28.290000915527344,114.56344573542749,3.803482994006633,8.867989564310227,5,13,,True,51.0,D,22.16541710039134,12.891705549842053,0.0,0.0,1.0,1.0,2.0,3.370911198292818,5.116,20.15806409531678,18.62784321714607,22.2,12.9,,BUY_ZONE,60.41336157075438,59.38130081441815,0.4744632391451469,2.220732672466343,NORMAL,1.2999619103788074,0.8098635008629256,325548.0,REPORTED,,,2026-02-03,Consumer Cyclical
